Continuity Violations Report: Traj_5_[1-96]
================================================================================

Commanded Speed: 100.0 mm/s
Number of Poses: 96

C0 CONTINUITY VIOLATIONS:
--------------------------------------------------------------------------------
  Segment 37: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 37
  Segment 85: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 85
  Segment 86: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 86
  Segment 87: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 87
  Segment 88: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 88
  Segment 89: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 89
  Segment 90: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 90
  Segment 91: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 91
  Segment 92: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 92
  Segment 93: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 93
  Segment 94: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 94
  Segment 95: Magnitude=0.0000, Type=ik_failure, Details=IK failed at pose 95
  Segment 36: Magnitude=10.4974, Type=large_step, Details=Step norm 601.5° exceeds limit 30.0°
  Segment 37: Magnitude=8.3924, Type=large_step, Details=Step norm 480.8° exceeds limit 30.0°
  Segment 38: Magnitude=12.1240, Type=large_step, Details=Step norm 694.7° exceeds limit 30.0°
  Segment 39: Magnitude=8.2030, Type=large_step, Details=Step norm 470.0° exceeds limit 30.0°
  Segment 40: Magnitude=5.6377, Type=large_step, Details=Step norm 323.0° exceeds limit 30.0°
  Segment 41: Magnitude=10.9496, Type=large_step, Details=Step norm 627.4° exceeds limit 30.0°
  Segment 42: Magnitude=10.8950, Type=large_step, Details=Step norm 624.2° exceeds limit 30.0°
  Segment 43: Magnitude=9.0648, Type=large_step, Details=Step norm 519.4° exceeds limit 30.0°
  Segment 44: Magnitude=6.7802, Type=large_step, Details=Step norm 388.5° exceeds limit 30.0°
  Segment 45: Magnitude=3.6661, Type=large_step, Details=Step norm 210.1° exceeds limit 30.0°
  Segment 46: Magnitude=8.3540, Type=large_step, Details=Step norm 478.6° exceeds limit 30.0°
  Segment 47: Magnitude=9.4533, Type=large_step, Details=Step norm 541.6° exceeds limit 30.0°
  Segment 48: Magnitude=7.7965, Type=large_step, Details=Step norm 446.7° exceeds limit 30.0°
  Segment 49: Magnitude=6.2557, Type=large_step, Details=Step norm 358.4° exceeds limit 30.0°
  Segment 50: Magnitude=8.0667, Type=large_step, Details=Step norm 462.2° exceeds limit 30.0°
  Segment 51: Magnitude=4.8934, Type=large_step, Details=Step norm 280.4° exceeds limit 30.0°
  Segment 52: Magnitude=6.3128, Type=large_step, Details=Step norm 361.7° exceeds limit 30.0°
  Segment 53: Magnitude=6.3885, Type=large_step, Details=Step norm 366.0° exceeds limit 30.0°
  Segment 54: Magnitude=6.3160, Type=large_step, Details=Step norm 361.9° exceeds limit 30.0°
  Segment 55: Magnitude=6.3538, Type=large_step, Details=Step norm 364.0° exceeds limit 30.0°
  Segment 56: Magnitude=6.3483, Type=large_step, Details=Step norm 363.7° exceeds limit 30.0°
  Segment 58: Magnitude=8.9037, Type=large_step, Details=Step norm 510.1° exceeds limit 30.0°
  Segment 59: Magnitude=6.2757, Type=large_step, Details=Step norm 359.6° exceeds limit 30.0°
  Segment 60: Magnitude=4.2844, Type=large_step, Details=Step norm 245.5° exceeds limit 30.0°
  Segment 61: Magnitude=6.4017, Type=large_step, Details=Step norm 366.8° exceeds limit 30.0°
  Segment 62: Magnitude=6.2471, Type=large_step, Details=Step norm 357.9° exceeds limit 30.0°
  Segment 63: Magnitude=9.0430, Type=large_step, Details=Step norm 518.1° exceeds limit 30.0°
  Segment 64: Magnitude=8.2118, Type=large_step, Details=Step norm 470.5° exceeds limit 30.0°
  Segment 65: Magnitude=7.3213, Type=large_step, Details=Step norm 419.5° exceeds limit 30.0°
  Segment 66: Magnitude=4.3983, Type=large_step, Details=Step norm 252.0° exceeds limit 30.0°
  Segment 67: Magnitude=9.0560, Type=large_step, Details=Step norm 518.9° exceeds limit 30.0°
  Segment 68: Magnitude=9.8159, Type=large_step, Details=Step norm 562.4° exceeds limit 30.0°
  Segment 69: Magnitude=4.2676, Type=large_step, Details=Step norm 244.5° exceeds limit 30.0°
  Segment 70: Magnitude=4.2951, Type=large_step, Details=Step norm 246.1° exceeds limit 30.0°
  Segment 71: Magnitude=9.1307, Type=large_step, Details=Step norm 523.1° exceeds limit 30.0°
  Segment 72: Magnitude=4.5531, Type=large_step, Details=Step norm 260.9° exceeds limit 30.0°
  Segment 73: Magnitude=13.1032, Type=large_step, Details=Step norm 750.8° exceeds limit 30.0°
  Segment 74: Magnitude=8.4381, Type=large_step, Details=Step norm 483.5° exceeds limit 30.0°
  Segment 75: Magnitude=11.2492, Type=large_step, Details=Step norm 644.5° exceeds limit 30.0°
  Segment 76: Magnitude=13.5139, Type=large_step, Details=Step norm 774.3° exceeds limit 30.0°
  Segment 77: Magnitude=6.2699, Type=large_step, Details=Step norm 359.2° exceeds limit 30.0°
  Segment 78: Magnitude=11.6941, Type=large_step, Details=Step norm 670.0° exceeds limit 30.0°
  Segment 79: Magnitude=11.5503, Type=large_step, Details=Step norm 661.8° exceeds limit 30.0°
  Segment 80: Magnitude=13.1546, Type=large_step, Details=Step norm 753.7° exceeds limit 30.0°
  Segment 81: Magnitude=12.3695, Type=large_step, Details=Step norm 708.7° exceeds limit 30.0°
  Segment 82: Magnitude=8.5627, Type=large_step, Details=Step norm 490.6° exceeds limit 30.0°
  Segment 83: Magnitude=4.9009, Type=large_step, Details=Step norm 280.8° exceeds limit 30.0°
  Segment 84: Magnitude=8.0234, Type=large_step, Details=Step norm 459.7° exceeds limit 30.0°
  Segment 85: Magnitude=6.3506, Type=large_step, Details=Step norm 363.9° exceeds limit 30.0°
  Segment 86: Magnitude=6.3511, Type=large_step, Details=Step norm 363.9° exceeds limit 30.0°
  Segment 87: Magnitude=10.3731, Type=large_step, Details=Step norm 594.3° exceeds limit 30.0°
  Segment 88: Magnitude=15.5177, Type=large_step, Details=Step norm 889.1° exceeds limit 30.0°
  Segment 89: Magnitude=12.0033, Type=large_step, Details=Step norm 687.7° exceeds limit 30.0°
  Segment 90: Magnitude=5.7120, Type=large_step, Details=Step norm 327.3° exceeds limit 30.0°
  Segment 91: Magnitude=8.4546, Type=large_step, Details=Step norm 484.4° exceeds limit 30.0°
  Segment 92: Magnitude=6.6004, Type=large_step, Details=Step norm 378.2° exceeds limit 30.0°
  Segment 93: Magnitude=6.2858, Type=large_step, Details=Step norm 360.2° exceeds limit 30.0°
  Segment 94: Magnitude=6.7953, Type=large_step, Details=Step norm 389.3° exceeds limit 30.0°

C1 CONTINUITY VIOLATIONS:
--------------------------------------------------------------------------------
  Segment 36: Magnitude=15.0706, Type=velocity_limit, Ratio=4.80x limit
  Segment 36: Magnitude=27.2231, Type=velocity_limit, Ratio=6.31x limit
  Segment 36: Magnitude=29.6645, Type=velocity_limit, Ratio=3.40x limit
  Segment 36: Magnitude=72.2139, Type=velocity_limit, Ratio=6.02x limit
  Segment 37: Magnitude=27.1007, Type=velocity_limit, Ratio=6.09x limit
  Segment 37: Magnitude=12.5395, Type=velocity_limit, Ratio=3.99x limit
  Segment 37: Magnitude=22.0908, Type=velocity_limit, Ratio=5.12x limit
  Segment 37: Magnitude=24.6357, Type=velocity_limit, Ratio=2.82x limit
  Segment 37: Magnitude=57.0677, Type=velocity_limit, Ratio=4.76x limit
  Segment 38: Magnitude=29.9051, Type=velocity_limit, Ratio=6.72x limit
  Segment 38: Magnitude=14.0000, Type=velocity_limit, Ratio=4.46x limit
  Segment 38: Magnitude=24.1174, Type=velocity_limit, Ratio=5.59x limit
  Segment 38: Magnitude=43.6306, Type=velocity_limit, Ratio=5.00x limit
  Segment 38: Magnitude=43.1846, Type=velocity_limit, Ratio=5.96x limit
  Segment 38: Magnitude=88.7245, Type=velocity_limit, Ratio=7.40x limit
  Segment 39: Magnitude=19.3931, Type=velocity_limit, Ratio=6.17x limit
  Segment 39: Magnitude=35.0417, Type=velocity_limit, Ratio=8.13x limit
  Segment 39: Magnitude=47.8592, Type=velocity_limit, Ratio=6.61x limit
  Segment 39: Magnitude=59.9200, Type=velocity_limit, Ratio=5.00x limit
  Segment 40: Magnitude=9.1782, Type=velocity_limit, Ratio=1.05x limit
  Segment 40: Magnitude=52.6204, Type=velocity_limit, Ratio=7.26x limit
  Segment 40: Magnitude=37.6917, Type=velocity_limit, Ratio=3.14x limit
  Segment 41: Magnitude=39.5528, Type=velocity_limit, Ratio=4.53x limit
  Segment 41: Magnitude=56.5575, Type=velocity_limit, Ratio=7.81x limit
  Segment 41: Magnitude=117.7341, Type=velocity_limit, Ratio=9.82x limit
  Segment 42: Magnitude=40.6582, Type=velocity_limit, Ratio=4.66x limit
  Segment 42: Magnitude=59.3082, Type=velocity_limit, Ratio=8.19x limit
  Segment 42: Magnitude=122.9068, Type=velocity_limit, Ratio=10.25x limit
  Segment 43: Magnitude=42.1216, Type=velocity_limit, Ratio=9.46x limit
  Segment 43: Magnitude=53.2762, Type=velocity_limit, Ratio=16.96x limit
  Segment 43: Magnitude=34.5634, Type=velocity_limit, Ratio=8.02x limit
  Segment 43: Magnitude=42.5808, Type=velocity_limit, Ratio=4.88x limit
  Segment 43: Magnitude=84.6067, Type=velocity_limit, Ratio=7.06x limit
  Segment 44: Magnitude=42.9413, Type=velocity_limit, Ratio=9.65x limit
  Segment 44: Magnitude=29.8558, Type=velocity_limit, Ratio=9.50x limit
  Segment 44: Magnitude=9.0364, Type=velocity_limit, Ratio=2.10x limit
  Segment 44: Magnitude=43.8120, Type=velocity_limit, Ratio=5.02x limit
  Segment 44: Magnitude=61.9953, Type=velocity_limit, Ratio=8.56x limit
  Segment 45: Magnitude=19.6037, Type=velocity_limit, Ratio=4.40x limit
  Segment 45: Magnitude=22.2095, Type=velocity_limit, Ratio=7.07x limit
  Segment 45: Magnitude=25.1966, Type=velocity_limit, Ratio=5.84x limit
  Segment 45: Magnitude=33.3459, Type=velocity_limit, Ratio=2.78x limit
  Segment 46: Magnitude=20.2735, Type=velocity_limit, Ratio=4.56x limit
  Segment 46: Magnitude=23.1611, Type=velocity_limit, Ratio=7.37x limit
  Segment 46: Magnitude=25.8759, Type=velocity_limit, Ratio=6.00x limit
  Segment 46: Magnitude=46.5541, Type=velocity_limit, Ratio=5.33x limit
  Segment 46: Magnitude=65.7415, Type=velocity_limit, Ratio=9.08x limit
  Segment 46: Magnitude=80.8802, Type=velocity_limit, Ratio=6.75x limit
  Segment 47: Magnitude=73.5827, Type=velocity_limit, Ratio=16.53x limit
  Segment 47: Magnitude=7.5906, Type=velocity_limit, Ratio=2.42x limit
  Segment 47: Magnitude=21.5065, Type=velocity_limit, Ratio=4.99x limit
  Segment 47: Magnitude=62.2957, Type=velocity_limit, Ratio=7.14x limit
  Segment 47: Magnitude=102.3267, Type=velocity_limit, Ratio=8.53x limit
  Segment 48: Magnitude=74.4757, Type=velocity_limit, Ratio=16.73x limit
  Segment 48: Magnitude=7.8261, Type=velocity_limit, Ratio=2.49x limit
  Segment 48: Magnitude=21.5342, Type=velocity_limit, Ratio=5.00x limit
  Segment 48: Magnitude=16.1417, Type=velocity_limit, Ratio=1.85x limit
  Segment 48: Magnitude=69.1617, Type=velocity_limit, Ratio=9.55x limit
  Segment 48: Magnitude=54.8143, Type=velocity_limit, Ratio=4.57x limit
  Segment 49: Magnitude=91.4388, Type=velocity_limit, Ratio=7.63x limit
  Segment 50: Magnitude=65.0489, Type=velocity_limit, Ratio=14.62x limit
  Segment 50: Magnitude=41.9274, Type=velocity_limit, Ratio=4.80x limit
  Segment 50: Magnitude=60.3895, Type=velocity_limit, Ratio=8.34x limit
  Segment 50: Magnitude=43.4222, Type=velocity_limit, Ratio=3.62x limit
  Segment 51: Magnitude=58.4571, Type=velocity_limit, Ratio=13.13x limit
  Segment 52: Magnitude=34.3944, Type=velocity_limit, Ratio=3.94x limit
  Segment 52: Magnitude=50.3582, Type=velocity_limit, Ratio=6.95x limit
  Segment 52: Magnitude=34.4805, Type=velocity_limit, Ratio=2.88x limit
  Segment 53: Magnitude=35.0357, Type=velocity_limit, Ratio=4.01x limit
  Segment 53: Magnitude=49.9391, Type=velocity_limit, Ratio=6.89x limit
  Segment 53: Magnitude=34.9510, Type=velocity_limit, Ratio=2.91x limit
  Segment 54: Magnitude=36.6688, Type=velocity_limit, Ratio=4.20x limit
  Segment 54: Magnitude=53.6256, Type=velocity_limit, Ratio=7.40x limit
  Segment 54: Magnitude=36.7529, Type=velocity_limit, Ratio=3.07x limit
  Segment 55: Magnitude=43.9519, Type=velocity_limit, Ratio=5.04x limit
  Segment 55: Magnitude=62.8251, Type=velocity_limit, Ratio=8.67x limit
  Segment 55: Magnitude=43.1226, Type=velocity_limit, Ratio=3.60x limit
  Segment 56: Magnitude=54.7226, Type=velocity_limit, Ratio=6.27x limit
  Segment 56: Magnitude=79.7097, Type=velocity_limit, Ratio=11.00x limit
  Segment 56: Magnitude=55.5590, Type=velocity_limit, Ratio=4.63x limit
  Segment 58: Magnitude=228.4470, Type=velocity_limit, Ratio=26.18x limit
  Segment 58: Magnitude=228.3456, Type=velocity_limit, Ratio=19.04x limit
  Segment 59: Magnitude=385.8088, Type=velocity_limit, Ratio=32.18x limit
  Segment 60: Magnitude=45.8522, Type=velocity_limit, Ratio=5.25x limit
  Segment 60: Magnitude=558.7447, Type=velocity_limit, Ratio=46.60x limit
  Segment 61: Magnitude=2375.5554, Type=velocity_limit, Ratio=533.76x limit
  Segment 61: Magnitude=1351.4759, Type=velocity_limit, Ratio=430.19x limit
  Segment 61: Magnitude=1516.7388, Type=velocity_limit, Ratio=351.83x limit
  Segment 61: Magnitude=3431.8005, Type=velocity_limit, Ratio=473.80x limit
  Segment 61: Magnitude=1375.4913, Type=velocity_limit, Ratio=114.72x limit
  Segment 62: Magnitude=746.1538, Type=velocity_limit, Ratio=85.50x limit
  Segment 62: Magnitude=1274.1566, Type=velocity_limit, Ratio=175.91x limit
  Segment 62: Magnitude=946.9490, Type=velocity_limit, Ratio=78.98x limit
  Segment 63: Magnitude=280.7073, Type=velocity_limit, Ratio=63.07x limit
  Segment 63: Magnitude=74.7315, Type=velocity_limit, Ratio=23.79x limit
  Segment 63: Magnitude=512.2523, Type=velocity_limit, Ratio=118.83x limit
  Segment 63: Magnitude=721.0426, Type=velocity_limit, Ratio=82.63x limit
  Segment 63: Magnitude=722.0089, Type=velocity_limit, Ratio=99.68x limit
  Segment 63: Magnitude=825.9812, Type=velocity_limit, Ratio=68.89x limit
  Segment 64: Magnitude=401.3730, Type=velocity_limit, Ratio=127.76x limit
  Segment 64: Magnitude=332.9625, Type=velocity_limit, Ratio=77.24x limit
  Segment 64: Magnitude=166.0252, Type=velocity_limit, Ratio=19.03x limit
  Segment 64: Magnitude=564.3489, Type=velocity_limit, Ratio=77.92x limit
  Segment 64: Magnitude=651.9091, Type=velocity_limit, Ratio=54.37x limit
  Segment 65: Magnitude=556.0984, Type=velocity_limit, Ratio=124.95x limit
  Segment 65: Magnitude=78.1191, Type=velocity_limit, Ratio=24.87x limit
  Segment 65: Magnitude=176.0537, Type=velocity_limit, Ratio=40.84x limit
  Segment 65: Magnitude=199.0966, Type=velocity_limit, Ratio=22.81x limit
  Segment 65: Magnitude=514.3032, Type=velocity_limit, Ratio=71.01x limit
  Segment 65: Magnitude=195.0226, Type=velocity_limit, Ratio=16.26x limit
  Segment 66: Magnitude=148.2618, Type=velocity_limit, Ratio=33.31x limit
  Segment 66: Magnitude=331.6784, Type=velocity_limit, Ratio=105.58x limit
  Segment 66: Magnitude=26.6207, Type=velocity_limit, Ratio=6.18x limit
  Segment 66: Magnitude=119.7301, Type=velocity_limit, Ratio=13.72x limit
  Segment 66: Magnitude=278.1150, Type=velocity_limit, Ratio=23.19x limit
  Segment 67: Magnitude=672.1464, Type=velocity_limit, Ratio=151.02x limit
  Segment 67: Magnitude=323.8080, Type=velocity_limit, Ratio=103.07x limit
  Segment 67: Magnitude=22.4540, Type=velocity_limit, Ratio=5.21x limit
  Segment 67: Magnitude=553.8341, Type=velocity_limit, Ratio=63.46x limit
  Segment 67: Magnitude=273.2030, Type=velocity_limit, Ratio=22.79x limit
  Segment 68: Magnitude=184.5149, Type=velocity_limit, Ratio=41.46x limit
  Segment 68: Magnitude=405.1569, Type=velocity_limit, Ratio=128.97x limit
  Segment 68: Magnitude=225.6593, Type=velocity_limit, Ratio=52.35x limit
  Segment 68: Magnitude=678.1703, Type=velocity_limit, Ratio=77.71x limit
  Segment 68: Magnitude=475.8234, Type=velocity_limit, Ratio=65.69x limit
  Segment 68: Magnitude=352.0877, Type=velocity_limit, Ratio=29.36x limit
  Segment 69: Magnitude=328.8777, Type=velocity_limit, Ratio=73.90x limit
  Segment 69: Magnitude=234.4344, Type=velocity_limit, Ratio=74.62x limit
  Segment 69: Magnitude=88.6997, Type=velocity_limit, Ratio=20.58x limit
  Segment 69: Magnitude=166.2141, Type=velocity_limit, Ratio=19.05x limit
  Segment 69: Magnitude=14.0961, Type=velocity_limit, Ratio=1.18x limit
  Segment 70: Magnitude=44.9554, Type=velocity_limit, Ratio=5.15x limit
  Segment 70: Magnitude=449.8186, Type=velocity_limit, Ratio=37.51x limit
  Segment 71: Magnitude=325.9657, Type=velocity_limit, Ratio=73.24x limit
  Segment 71: Magnitude=181.0511, Type=velocity_limit, Ratio=57.63x limit
  Segment 71: Magnitude=215.8508, Type=velocity_limit, Ratio=50.07x limit
  Segment 71: Magnitude=405.1678, Type=velocity_limit, Ratio=46.43x limit
  Segment 71: Magnitude=740.1774, Type=velocity_limit, Ratio=61.73x limit
  Segment 72: Magnitude=184.2664, Type=velocity_limit, Ratio=41.40x limit
  Segment 72: Magnitude=352.3054, Type=velocity_limit, Ratio=112.14x limit
  Segment 72: Magnitude=97.8898, Type=velocity_limit, Ratio=22.71x limit
  Segment 72: Magnitude=181.5165, Type=velocity_limit, Ratio=20.80x limit
  Segment 72: Magnitude=158.2258, Type=velocity_limit, Ratio=13.20x limit
  Segment 73: Magnitude=135.6753, Type=velocity_limit, Ratio=30.48x limit
  Segment 73: Magnitude=39.9690, Type=velocity_limit, Ratio=12.72x limit
  Segment 73: Magnitude=171.3321, Type=velocity_limit, Ratio=39.74x limit
  Segment 73: Magnitude=296.4214, Type=velocity_limit, Ratio=33.97x limit
  Segment 73: Magnitude=9.2414, Type=velocity_limit, Ratio=1.28x limit
  Segment 73: Magnitude=1303.3920, Type=velocity_limit, Ratio=108.70x limit
  Segment 74: Magnitude=136.6187, Type=velocity_limit, Ratio=30.70x limit
  Segment 74: Magnitude=195.7330, Type=velocity_limit, Ratio=62.30x limit
  Segment 74: Magnitude=134.1869, Type=velocity_limit, Ratio=31.13x limit
  Segment 74: Magnitude=723.2780, Type=velocity_limit, Ratio=82.88x limit
  Segment 74: Magnitude=9.3057, Type=velocity_limit, Ratio=1.28x limit
  Segment 74: Magnitude=416.9799, Type=velocity_limit, Ratio=34.78x limit
  Segment 75: Magnitude=503.4857, Type=velocity_limit, Ratio=113.13x limit
  Segment 75: Magnitude=158.6859, Type=velocity_limit, Ratio=50.51x limit
  Segment 75: Magnitude=306.6425, Type=velocity_limit, Ratio=71.13x limit
  Segment 75: Magnitude=418.7126, Type=velocity_limit, Ratio=47.98x limit
  Segment 75: Magnitude=885.0643, Type=velocity_limit, Ratio=73.81x limit
  Segment 76: Magnitude=509.2178, Type=velocity_limit, Ratio=114.42x limit
  Segment 76: Magnitude=4.7159, Type=velocity_limit, Ratio=1.50x limit
  Segment 76: Magnitude=1306.1569, Type=velocity_limit, Ratio=108.93x limit
  Segment 77: Magnitude=502.7658, Type=velocity_limit, Ratio=112.97x limit
  Segment 77: Magnitude=169.0081, Type=velocity_limit, Ratio=53.80x limit
  Segment 77: Magnitude=311.9611, Type=velocity_limit, Ratio=72.36x limit
  Segment 77: Magnitude=179.7484, Type=velocity_limit, Ratio=20.60x limit
  Segment 77: Magnitude=37.0996, Type=velocity_limit, Ratio=3.09x limit
  Segment 78: Magnitude=500.5950, Type=velocity_limit, Ratio=112.48x limit
  Segment 78: Magnitude=14.2218, Type=velocity_limit, Ratio=4.53x limit
  Segment 78: Magnitude=7.7928, Type=velocity_limit, Ratio=1.81x limit
  Segment 78: Magnitude=46.2261, Type=velocity_limit, Ratio=5.30x limit
  Segment 78: Magnitude=1081.2257, Type=velocity_limit, Ratio=90.17x limit
  Segment 79: Magnitude=647.9019, Type=velocity_limit, Ratio=145.58x limit
  Segment 79: Magnitude=88.3652, Type=velocity_limit, Ratio=28.13x limit
  Segment 79: Magnitude=147.1112, Type=velocity_limit, Ratio=34.12x limit
  Segment 79: Magnitude=687.4828, Type=velocity_limit, Ratio=78.78x limit
  Segment 79: Magnitude=15.9378, Type=velocity_limit, Ratio=2.20x limit
  Segment 79: Magnitude=704.5762, Type=velocity_limit, Ratio=58.76x limit
  Segment 80: Magnitude=139.4512, Type=velocity_limit, Ratio=31.33x limit
  Segment 80: Magnitude=72.4282, Type=velocity_limit, Ratio=23.05x limit
  Segment 80: Magnitude=153.2788, Type=velocity_limit, Ratio=35.56x limit
  Segment 80: Magnitude=815.1138, Type=velocity_limit, Ratio=93.41x limit
  Segment 80: Magnitude=15.6920, Type=velocity_limit, Ratio=2.17x limit
  Segment 80: Magnitude=1034.8050, Type=velocity_limit, Ratio=86.30x limit
  Segment 81: Magnitude=788.7822, Type=velocity_limit, Ratio=90.39x limit
  Segment 81: Magnitude=996.2824, Type=velocity_limit, Ratio=83.09x limit
  Segment 82: Magnitude=319.5147, Type=velocity_limit, Ratio=71.79x limit
  Segment 82: Magnitude=172.6232, Type=velocity_limit, Ratio=54.95x limit
  Segment 82: Magnitude=220.0571, Type=velocity_limit, Ratio=51.05x limit
  Segment 82: Magnitude=248.4985, Type=velocity_limit, Ratio=28.48x limit
  Segment 82: Magnitude=718.6373, Type=velocity_limit, Ratio=59.93x limit
  Segment 83: Magnitude=324.5625, Type=velocity_limit, Ratio=72.93x limit
  Segment 83: Magnitude=175.0460, Type=velocity_limit, Ratio=55.72x limit
  Segment 83: Magnitude=223.9604, Type=velocity_limit, Ratio=51.95x limit
  Segment 83: Magnitude=252.2373, Type=velocity_limit, Ratio=28.90x limit
  Segment 83: Magnitude=80.9880, Type=velocity_limit, Ratio=6.75x limit
  Segment 84: Magnitude=511.6772, Type=velocity_limit, Ratio=114.97x limit
  Segment 84: Magnitude=13.9834, Type=velocity_limit, Ratio=4.45x limit
  Segment 84: Magnitude=7.4953, Type=velocity_limit, Ratio=1.74x limit
  Segment 84: Magnitude=331.0583, Type=velocity_limit, Ratio=37.94x limit
  Segment 84: Magnitude=472.8639, Type=velocity_limit, Ratio=65.28x limit
  Segment 84: Magnitude=322.1319, Type=velocity_limit, Ratio=26.87x limit
  Segment 85: Magnitude=309.4813, Type=velocity_limit, Ratio=35.46x limit
  Segment 85: Magnitude=447.0202, Type=velocity_limit, Ratio=61.72x limit
  Segment 85: Magnitude=309.4605, Type=velocity_limit, Ratio=25.81x limit
  Segment 86: Magnitude=360.4903, Type=velocity_limit, Ratio=41.31x limit
  Segment 86: Magnitude=520.7207, Type=velocity_limit, Ratio=71.89x limit
  Segment 86: Magnitude=360.6084, Type=velocity_limit, Ratio=30.07x limit
  Segment 87: Magnitude=870.7442, Type=velocity_limit, Ratio=195.65x limit
  Segment 87: Magnitude=23.9613, Type=velocity_limit, Ratio=7.63x limit
  Segment 87: Magnitude=13.2284, Type=velocity_limit, Ratio=3.07x limit
  Segment 87: Magnitude=479.2735, Type=velocity_limit, Ratio=54.92x limit
